pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
PflaKGBHm	OZ251424.1	2520001	2550000	0.0024773554230858	12917	32	12917	0
PflaHELEm	OZ251424.1	2550001	2580000	0.0025210084033613	20230	51	20230	0
PflaHELAf	OZ251424.1	2550001	2580000	0.0026693030153237	20230	54	20230	0
PflaKGBDf	OZ251424.1	2550001	2580000	0.0018289668808699	20230	37	20230	0
PflaKGBHm	OZ251424.1	2550001	2580000	0.0013840830449826	20230	28	20230	0
PflaHELAf	OZ251424.1	2580001	2610000	0.0035557662676306	16874	60	16874	0
PflaHELEm	OZ251424.1	2580001	2610000	0.0033779779542491	16874	57	16874	0
PflaKGBHm	OZ251424.1	2580001	2610000	0.0030816640986132	16874	52	16874	0
PflaKGBDf	OZ251424.1	2580001	2610000	0.0032594524119947	16874	55	16874	0
PflaKGBDf	OZ251424.1	2610001	2640000	0.0066125805734607	17996	119	17996	0
PflaKGBHm	OZ251424.1	2610001	2640000	0.0040569078581749	17994	73	17994	2
PflaHELEm	OZ251424.1	2610001	2640000	0.0086685930206712	17996	156	17996	0
PflaHELAf	OZ251424.1	2610001	2640000	0.0043901083634342	17995	79	17995	1
PflaKGBDf	OZ251424.1	2640001	2670000	0.0083553738879538	16636	139	16636	0
PflaHELEm	OZ251424.1	2640001	2670000	0.0086559269055061	16636	144	16636	0
PflaKGBHm	OZ251424.1	2640001	2670000	0.0006011060351045	16636	10	16636	0
PflaHELAf	OZ251424.1	2640001	2670000	0.0006011060351045	16636	10	16636	0
PflaHELAf	OZ251424.1	2670001	2700000	0.000437527345459	15999	7	15999	40
PflaKGBDf	OZ251424.1	2670001	2700000	0.0098509882162229	16039	158	16039	0
PflaHELEm	OZ251424.1	2670001	2700000	0.009726292162853	16039	156	16039	0
PflaKGBHm	OZ251424.1	2670001	2700000	0.0008728723735893	16039	14	16039	0
PflaHELAf	OZ251424.1	2700001	2730000	0.0001480823337775	13506	2	13506	0
PflaKGBDf	OZ251424.1	2700001	2730000	0.0037760995113282	13506	51	13506	0
PflaHELEm	OZ251424.1	2700001	2730000	0.0054050051828816	13506	73	13506	0
PflaKGBHm	OZ251424.1	2700001	2730000	0.0004442798963346	13505	6	13505	1
PflaHELEm	OZ251424.1	2730001	2760000	0.0059419147517128	16493	98	16493	0
PflaKGBHm	OZ251424.1	2730001	2760000	0.0010307403140726	16493	17	16493	0
PflaKGBDf	OZ251424.1	2730001	2760000	0.0047899108712787	16493	79	16493	0
PflaHELAf	OZ251424.1	2730001	2760000	0.0001212635663614	16493	2	16493	0
PflaKGBDf	OZ251424.1	2760001	2790000	0.0012012436404748	14152	17	14152	0
PflaHELEm	OZ251424.1	2760001	2790000	0.0043103448275862	14152	61	14152	0
PflaKGBHm	OZ251424.1	2760001	2790000	0.0002826455624646	14152	4	14152	0
PflaHELAf	OZ251424.1	2760001	2790000	0.0026851328434143	14152	38	14152	0
PflaHELAf	OZ251424.1	2790001	2820000	0.0041986687147977	19530	82	19530	0
PflaKGBDf	OZ251424.1	2790001	2820000	0.0030721966205837	19530	60	19530	0
PflaHELEm	OZ251424.1	2790001	2820000	0.0065028161802355	19530	127	19530	0
PflaKGBHm	OZ251424.1	2790001	2820000	0.0013312852022529	19530	26	19530	0
PflaKGBHm	OZ251424.1	2820001	2850000	0.0050852245974197	10619	54	10619	31
PflaHELEm	OZ251424.1	2820001	2850000	0.0103286384976525	10650	110	10650	0
PflaHELAf	OZ251424.1	2820001	2850000	0.0097652582159624	10650	104	10650	0
PflaKGBDf	OZ251424.1	2820001	2850000	0.0092957746478873	10650	99	10650	0
PflaHELAf	OZ251424.1	2850001	2880000	0.0058673592074255	20793	122	20793	0
PflaKGBHm	OZ251424.1	2850001	2880000	0.0059635454239407	20793	124	20793	0
PflaHELEm	OZ251424.1	2850001	2880000	0.0092338767854566	20793	192	20793	0
PflaKGBDf	OZ251424.1	2850001	2880000	0.0072620593468955	20793	151	20793	0
PflaKGBHm	OZ251424.1	2880001	2910000	0.0040492387431162	12348	50	12348	12
PflaHELEm	OZ251424.1	2880001	2910000	0.0065533980582524	12360	81	12360	0
PflaKGBDf	OZ251424.1	2880001	2910000	0.0050970873786407	12360	63	12360	0
PflaHELAf	OZ251424.1	2880001	2910000	0.0048543689320388	12360	60	12360	0
PflaKGBDf	OZ251424.1	2910001	2940000	0.0042901716068642	15384	66	15384	0
PflaHELAf	OZ251424.1	2910001	2940000	0.0020830621012888	15362	32	15362	22
PflaHELEm	OZ251424.1	2910001	2940000	0.0037051482059282	15384	57	15384	0
PflaKGBHm	OZ251424.1	2910001	2940000	0.0030551222048881	15384	47	15384	0
PflaHELAf	OZ251424.1	2940001	2970000	0.0021128511061396	16092	34	16092	0
PflaKGBDf	OZ251424.1	2940001	2970000	0.0037907034551329	16092	61	16092	0
PflaHELEm	OZ251424.1	2940001	2970000	0.0055928411633109	16092	90	16092	0
PflaKGBHm	OZ251424.1	2940001	2970000	0.0048471290082028	16092	78	16092	0
PflaHELAf	OZ251424.1	2970001	3000000	0.0061916019362827	17766	110	17766	0
PflaKGBHm	OZ251424.1	2970001	3000000	0.0050154973231896	17745	89	17745	21
PflaHELEm	OZ251424.1	2970001	3000000	0.0054304785609231	17678	96	17678	88
PflaKGBDf	OZ251424.1	2970001	3000000	0.0070363073459048	17765	125	17765	1
PflaHELEm	OZ251424.1	3000001	3030000	0.0023355391202802	15414	36	15414	0
PflaKGBHm	OZ251424.1	3000001	3030000	0.0034384325937459	15414	53	15414	0
PflaHELAf	OZ251424.1	3000001	3030000	0.001297521733489	15414	20	15414	0
PflaKGBDf	OZ251424.1	3000001	3030000	0.0043466978071882	15414	67	15414	0
PflaHELAf	OZ251424.1	3030001	3060000	0.0029943934760448	15696	47	15696	4
PflaKGBDf	OZ251424.1	3030001	3060000	0.0059872611464968	15700	94	15700	0
PflaHELEm	OZ251424.1	3030001	3060000	0.0059872611464968	15700	94	15700	0
PflaKGBHm	OZ251424.1	3030001	3060000	0.0047133757961783	15700	74	15700	0
PflaHELEm	OZ251424.1	3060001	3090000	0.0091915398300059	10118	93	10118	0
PflaHELAf	OZ251424.1	3060001	3090000	0.008796204783554	10118	89	10118	0
PflaKGBDf	OZ251424.1	3060001	3090000	0.0062265269816169	10118	63	10118	0
PflaKGBHm	OZ251424.1	3060001	3090000	0.0083020359754892	10118	84	10118	0
PflaHELAf	OZ251424.1	3090001	3120000	0.005388524891311	16331	88	16331	15
PflaKGBDf	OZ251424.1	3090001	3120000	0.0053835800807537	16346	88	16346	0
PflaHELEm	OZ251424.1	3090001	3120000	0.0056894653126147	16346	93	16346	0
PflaKGBHm	OZ251424.1	3090001	3120000	0.0029440628066732	16304	48	16304	42
PflaHELAf	OZ251424.1	3120001	3150000	0.0050003246964088	15399	77	15399	0
PflaKGBDf	OZ251424.1	3120001	3150000	0.0063640496136112	15399	98	15399	0
PflaHELEm	OZ251424.1	3120001	3150000	0.0079225923761283	15399	122	15399	0
PflaKGBHm	OZ251424.1	3120001	3150000	0.0057795960776673	15399	89	15399	0
PflaHELAf	OZ251424.1	3150001	3180000	0.006497229122874	15699	102	15699	0
PflaKGBDf	OZ251424.1	3150001	3180000	0.0039492961335116	15699	62	15699	0
PflaKGBHm	OZ251424.1	3150001	3180000	0.0061150391744697	15699	96	15699	0
PflaHELEm	OZ251424.1	3150001	3180000	0.0066632496155817	15608	104	15608	91
PflaHELEm	OZ251424.1	3180001	3210000	0.0040849673202614	14688	60	14688	27
PflaKGBHm	OZ251424.1	3180001	3210000	0.0033978933061501	14715	50	14715	0
PflaHELAf	OZ251424.1	3180001	3210000	0.0033978933061501	14715	50	14715	0
PflaKGBDf	OZ251424.1	3180001	3210000	0.0022426095820591	14715	33	14715	0
PflaHELAf	OZ251424.1	3210001	3240000	0.000574492531597	10444	6	10444	0
PflaKGBDf	OZ251424.1	3210001	3240000	0.0043086939869781	10444	45	10444	0
PflaHELEm	OZ251424.1	3210001	3240000	0.0060321715817694	10444	63	10444	0
PflaKGBHm	OZ251424.1	3210001	3240000	0.0030639601685178	10444	32	10444	0
PflaHELAf	OZ251424.1	3240001	3270000	0.006291991041911	9377	59	9377	0
PflaKGBHm	OZ251424.1	3240001	3270000	0.0060787032099818	9377	57	9377	0
PflaHELEm	OZ251424.1	3240001	3270000	0.0053321957982297	9377	50	9377	0
PflaKGBDf	OZ251424.1	3240001	3270000	0.005758771462088	9377	54	9377	0
PflaKGBHm	OZ251424.1	3270001	3300000	0.0020969635967119	11922	25	11922	0
PflaKGBDf	OZ251424.1	3270001	3300000	0.0064586478778728	11922	77	11922	0
PflaHELAf	OZ251424.1	3270001	3300000	0.0064705882352941	11900	77	11900	22
PflaHELEm	OZ251424.1	3270001	3300000	0.0064586478778728	11922	77	11922	0
PflaKGBHm	OZ251424.1	3300001	3330000	0.0007520917551941	10637	8	10637	136
PflaKGBDf	OZ251424.1	3300001	3330000	0.0039000835732194	10769	42	10769	4
PflaHELAf	OZ251424.1	3300001	3330000	0.003434512206442	10773	37	10773	0
PflaHELEm	OZ251424.1	3300001	3330000	0.0033463469046291	10758	36	10758	15
PflaHELEm	OZ251424.1	3330001	3360000	0.0075203823446724	14228	107	14228	0
PflaHELAf	OZ251424.1	3330001	3360000	0.0046387405116671	14228	66	14228	0
PflaKGBDf	OZ251424.1	3330001	3360000	0.0007028394714647	14228	10	14228	0
PflaKGBHm	OZ251424.1	3330001	3360000	0.0055524318245712	14228	79	14228	0
PflaKGBHm	OZ251424.1	3360001	3390000	0.0037023977433004	17016	63	17016	0
PflaHELEm	OZ251424.1	3360001	3390000	0.005171603196991	17016	88	17016	0
PflaKGBDf	OZ251424.1	3360001	3390000	0.0045251527973671	17016	77	17016	0
PflaHELAf	OZ251424.1	3360001	3390000	0.0026622493048571	16903	45	16903	113
PflaKGBHm	OZ251424.1	3390001	3420000	0.0074924725159302	14281	107	14281	0
PflaHELEm	OZ251424.1	3390001	3420000	0.0093130733141936	14281	133	14281	0
PflaKGBDf	OZ251424.1	3390001	3420000	0.0038650737877723	14230	55	14230	51
PflaHELAf	OZ251424.1	3390001	3420000	0.0073524263006792	14281	105	14281	0
PflaKGBHm	OZ251424.1	3420001	3450000	0.0052267269388331	14158	74	14158	0
PflaHELEm	OZ251424.1	3420001	3450000	0.0061449357253849	14158	87	14158	0
PflaKGBDf	OZ251424.1	3420001	3450000	0.0046620046620046	14157	66	14157	1
PflaHELAf	OZ251424.1	3420001	3450000	0.0036022037010877	14158	51	14158	0
PflaHELEm	OZ251424.1	3450001	3480000	0.0040019468930831	18491	74	18491	0
PflaHELAf	OZ251424.1	3450001	3480000	0.0008658477190324	18479	16	18479	12
PflaKGBDf	OZ251424.1	3450001	3480000	0.0024876967173219	18491	46	18491	0
PflaKGBHm	OZ251424.1	3450001	3480000	0.0027040181710021	18491	50	18491	0
PflaKGBHm	OZ251424.1	3480001	3510000	0.0025896526487642	17763	46	17763	0
PflaHELEm	OZ251424.1	3480001	3510000	0.0070933963857456	17763	126	17763	0
PflaKGBDf	OZ251424.1	3480001	3510000	0.0037155885830096	17763	66	17763	0
PflaHELAf	OZ251424.1	3480001	3510000	0.001914091088217	17763	34	17763	0
PflaKGBHm	OZ251424.1	3510001	3540000	0.0043382543382543	15444	67	15444	0
PflaHELAf	OZ251424.1	3510001	3540000	0.0045972545972545	15444	71	15444	0
PflaKGBDf	OZ251424.1	3510001	3540000	0.0042087542087542	15444	65	15444	0
PflaHELEm	OZ251424.1	3510001	3540000	0.005050505050505	15444	78	15444	0
PflaKGBHm	OZ251424.1	3540001	3570000	0.0034484708010628	17689	61	17689	0
PflaHELEm	OZ251424.1	3540001	3570000	0.0052009723557012	17689	92	17689	0
PflaHELAf	OZ251424.1	3540001	3570000	0.0039018321646686	17684	69	17684	5
PflaKGBDf	OZ251424.1	3540001	3570000	0.0044095200407032	17689	78	17689	0
PflaHELAf	OZ251424.1	3570001	3600000	0.0046374918354016	15310	71	15310	0
PflaKGBDf	OZ251424.1	3570001	3600000	0.0059438275636838	15310	91	15310	0
PflaHELEm	OZ251424.1	3570001	3600000	0.0037883736120182	15310	58	15310	0
PflaKGBHm	OZ251424.1	3570001	3600000	0.0007185785210347	15308	11	15308	2
PflaKGBHm	OZ251424.1	3600001	3630000	0.0015378443434073	14956	23	14956	0
PflaHELEm	OZ251424.1	3600001	3630000	0.0051484354105375	14956	77	14956	0
PflaKGBDf	OZ251424.1	3600001	3630000	0.0050815726129981	14956	76	14956	0
PflaHELAf	OZ251424.1	3600001	3630000	0.0048809842203797	14956	73	14956	0
PflaHELEm	OZ251424.1	3630001	3660000	0.0042897327707454	14220	61	14220	0
PflaKGBDf	OZ251424.1	3630001	3660000	0.0042897327707454	14220	61	14220	0
PflaHELAf	OZ251424.1	3630001	3660000	0.0033052039381153	14220	47	14220	0
PflaKGBHm	OZ251424.1	3630001	3660000	0.0040084388185654	14220	57	14220	0
PflaKGBHm	OZ251424.1	3660001	3690000	0.0098014256619144	7856	77	7856	973
PflaHELEm	OZ251424.1	3660001	3690000	0.0077018914939404	8829	68	8829	0
PflaKGBDf	OZ251424.1	3660001	3690000	0.0044172612979952	8829	39	8829	0
PflaHELAf	OZ251424.1	3660001	3690000	0.0021519990938951	8829	19	8829	0
PflaKGBDf	OZ251424.1	3690001	3720000	0.0017787468441588	17428	31	17428	0
PflaHELEm	OZ251424.1	3690001	3720000	0.0014344732614184	17428	25	17428	0
PflaKGBHm	OZ251424.1	3690001	3720000	0.0010490177379362	10486	11	10486	6942
PflaHELAf	OZ251424.1	3690001	3720000	0.0018935047050722	17428	33	17428	0
PflaHELAf	OZ251424.1	3720001	3750000	0.0111321648507816	8444	94	8444	0
PflaKGBDf	OZ251424.1	3720001	3750000	0.0074609189957366	8444	63	8444	0
PflaHELEm	OZ251424.1	3720001	3750000	0.0098294647086688	8444	83	8444	0
PflaKGBHm	OZ251424.1	3720001	3750000	0.0036190476190476	5250	19	5250	3194
PflaKGBDf	OZ251424.1	3750001	3780000	0.001978324445209	11626	23	11626	0
PflaHELEm	OZ251424.1	3750001	3780000	0.0055909169103733	11626	65	11626	0
PflaKGBHm	OZ251424.1	3750001	3780000	0.0026599113362887	7895	21	7895	3731
PflaHELAf	OZ251424.1	3750001	3780000	0.0046447617409255	11626	54	11626	0
PflaHELAf	OZ251424.1	3780001	3810000	0.007125385515261	9403	67	9403	0
PflaKGBHm	OZ251424.1	3780001	3810000	0.0067151034786437	9084	61	9084	319
PflaKGBDf	OZ251424.1	3780001	3810000	0.0066999893650962	9403	63	9403	0
PflaHELEm	OZ251424.1	3780001	3810000	0.007125385515261	9403	67	9403	0
PflaKGBHm	OZ251424.1	3810001	3840000	0.0022955279714334	11762	27	11762	8
PflaHELEm	OZ251424.1	3810001	3840000	0.0050977060322854	11770	60	11770	0
PflaKGBDf	OZ251424.1	3810001	3840000	0.0050127442650807	11770	59	11770	0
PflaHELAf	OZ251424.1	3810001	3840000	0.0051826677994902	11770	61	11770	0
PflaKGBDf	OZ251424.1	3840001	3870000	0.0004975831674722	14068	7	14068	0
PflaKGBHm	OZ251424.1	3840001	3870000	0.0031276656241114	14068	44	14068	0
PflaHELEm	OZ251424.1	3840001	3870000	0.0027722490759169	14068	39	14068	0
PflaHELAf	OZ251424.1	3840001	3870000	0.0022035825988058	14068	31	14068	0
PflaHELEm	OZ251424.1	3870001	3900000	0.0067577828397873	13170	89	13170	3
PflaKGBDf	OZ251424.1	3870001	3900000	0.0039474683063842	13173	52	13173	0
PflaHELAf	OZ251424.1	3870001	3900000	0.0052724077328646	13087	69	13087	86
PflaKGBHm	OZ251424.1	3870001	3900000	0.005086161087072	13173	67	13173	0
PflaHELEm	OZ251424.1	3900001	3930000	0.0054264134340397	13637	74	13637	0
PflaKGBHm	OZ251424.1	3900001	3930000	0.0054997433453105	13637	75	13637	0
PflaHELAf	OZ251424.1	3900001	3930000	0.0063063723692894	13637	86	13637	0
PflaKGBDf	OZ251424.1	3900001	3930000	0.0021998973381242	13637	30	13637	0
PflaKGBHm	OZ251424.1	3930001	3960000	0.0027954651343376	12878	36	12878	0
PflaHELEm	OZ251424.1	3930001	3960000	0.0010871253300201	12878	14	12878	0
PflaKGBDf	OZ251424.1	3930001	3960000	0.0020263424518743	12831	26	12831	47
PflaHELAf	OZ251424.1	3930001	3960000	0.0041155458922192	12878	53	12878	0
PflaHELEm	OZ251424.1	3960001	3990000	0.0052706263936752	14799	78	14799	0
PflaKGBDf	OZ251424.1	3960001	3990000	0.0051354821271707	14799	76	14799	0
PflaHELAf	OZ251424.1	3960001	3990000	0.0020982807635034	14774	31	14774	25
PflaKGBHm	OZ251424.1	3960001	3990000	0.0058112034596932	14799	86	14799	0
PflaHELEm	OZ251424.1	3990001	4020000	0.0075748011614695	15842	120	15842	0
PflaKGBHm	OZ251424.1	3990001	4020000	0.0050498674409796	15842	80	15842	0
PflaHELAf	OZ251424.1	3990001	4020000	0.0015780835753061	15842	25	15842	0
PflaKGBDf	OZ251424.1	3990001	4020000	0.0072591844464082	15842	115	15842	0
PflaKGBHm	OZ251424.1	4020001	4050000	0.0027126216690601	18801	51	18801	0
PflaKGBDf	OZ251424.1	4020001	4050000	0.0039891495133237	18801	75	18801	0
PflaHELEm	OZ251424.1	4020001	4050000	0.0017552257858624	18801	33	18801	0
PflaHELAf	OZ251424.1	4020001	4050000	0.0022339237274613	18801	42	18801	0
PflaKGBHm	OZ251424.1	4050001	4080000	0.0018045112781954	16625	30	16625	0
PflaHELEm	OZ251424.1	4050001	4080000	0.0037293233082706	16625	62	16625	0
PflaKGBDf	OZ251424.1	4050001	4080000	0.0036691729323308	16625	61	16625	0
PflaHELAf	OZ251424.1	4050001	4080000	0.0034887218045112	16625	58	16625	0
PflaHELAf	OZ251424.1	4080001	4110000	0.0071743566115974	15193	109	15193	0
PflaHELEm	OZ251424.1	4080001	4110000	0.0041466464819324	15193	63	15193	0
PflaKGBHm	OZ251424.1	4080001	4110000	0.0001316395708549	15193	2	15193	0
PflaKGBDf	OZ251424.1	4080001	4110000	0.0013163957085499	15193	20	15193	0
PflaHELAf	OZ251424.1	4110001	4140000	0.0045571211565659	19091	87	19091	1
PflaKGBHm	OZ251424.1	4110001	4140000	0.0037712130735386	19092	72	19092	0
PflaHELEm	OZ251424.1	4110001	4140000	0.0060234653257909	19092	115	19092	0
PflaKGBDf	OZ251424.1	4110001	4140000	0.0064948669599832	19092	124	19092	0
PflaKGBDf	OZ251424.1	4140001	4170000	0.0022796847521657	15353	35	15353	0
PflaHELAf	OZ251424.1	4140001	4170000	0.0020191493519181	15353	31	15353	0
PflaHELEm	OZ251424.1	4140001	4170000	0.0028658894027225	15353	44	15353	0
PflaKGBHm	OZ251424.1	4140001	4170000	0.0026704878525369	15353	41	15353	0
PflaHELAf	OZ251424.1	4170001	4200000	0.0029649151704826	12142	36	12142	0
PflaKGBDf	OZ251424.1	4170001	4200000	0.006423982869379	12142	78	12142	0
PflaHELEm	OZ251424.1	4170001	4200000	0.0017295338494481	12142	21	12142	0
PflaKGBHm	OZ251424.1	4170001	4200000	0.007082852907264	12142	86	12142	0
PflaKGBHm	OZ251424.1	4200001	4230000	0.0049044914816726	15496	76	15496	229
PflaHELEm	OZ251424.1	4200001	4230000	0.005660137369626	15724	89	15724	1
PflaKGBDf	OZ251424.1	4200001	4230000	0.0059209269752339	15707	93	15707	18
PflaHELAf	OZ251424.1	4200001	4230000	0.0067408585055643	15725	106	15725	0
PflaKGBDf	OZ251424.1	4230001	4260000	0.0016497566608925	12123	20	12123	0
PflaHELAf	OZ251424.1	4230001	4260000	0.0023923444976076	12122	29	12122	1
PflaKGBHm	OZ251424.1	4230001	4260000	0.0023096593252495	12123	28	12123	0
PflaHELEm	OZ251424.1	4230001	4260000	0.0052796568223065	12122	64	12122	1
PflaHELAf	OZ251424.1	4260001	4290000	0.0070668135095447	10896	77	10896	0
PflaHELEm	OZ251424.1	4260001	4290000	0.0058737151248164	10896	64	10896	0
PflaKGBHm	OZ251424.1	4260001	4290000	0.0053230543318649	10896	58	10896	0
PflaKGBDf	OZ251424.1	4260001	4290000	0.0057819383259911	10896	63	10896	0
PflaKGBHm	OZ251424.1	4290001	4320000	0.0089331291475242	3918	35	3918	3
PflaHELAf	OZ251424.1	4290001	4320000	0.0099464422341239	3921	39	3921	0
PflaKGBDf	OZ251424.1	4290001	4320000	0.0089262943126753	3921	35	3921	0
PflaHELEm	OZ251424.1	4290001	4320000	0.0079061463912267	3921	31	3921	0
PflaHELAf	OZ251424.1	4320001	4350000	0.0052719200887902	7208	38	7208	0
PflaKGBDf	OZ251424.1	4320001	4350000	0.0051331853496115	7208	37	7208	0
PflaHELEm	OZ251424.1	4320001	4350000	0.0049944506104328	7208	36	7208	0
PflaKGBHm	OZ251424.1	4320001	4350000	0.0047169811320754	7208	34	7208	0
PflaHELAf	OZ251424.1	4350001	4380000	0.0057097179399337	8757	50	8757	0
PflaKGBDf	OZ251424.1	4350001	4380000	0.0071207074767428	8707	62	8707	50
PflaHELEm	OZ251424.1	4350001	4380000	0.0067374671691218	8757	59	8757	0
PflaKGBHm	OZ251424.1	4350001	4380000	0.00652248541023	8739	57	8739	18
PflaHELAf	OZ251424.1	4380001	4410000	0.0024457850970161	12266	30	12266	0
PflaKGBDf	OZ251424.1	4380001	4410000	0.0020381542475134	12266	25	12266	0
PflaHELEm	OZ251424.1	4380001	4410000	0.0030979944562204	12266	38	12266	0
PflaKGBHm	OZ251424.1	4380001	4410000	0.0008183306055646	12220	10	12220	46
PflaHELAf	OZ251424.1	4410001	4440000	0.0040104458123484	10722	43	10722	0
PflaHELEm	OZ251424.1	4410001	4440000	0.0034508487222533	10722	37	10722	0
PflaKGBDf	OZ251424.1	4410001	4440000	0.0010259279985077	10722	11	10722	0
PflaKGBHm	OZ251424.1	4410001	4440000	0.0006528632717776	10722	7	10722	0
PflaHELAf	OZ251424.1	4440001	4470000	0.003388816904216	10033	34	10033	6
PflaKGBHm	OZ251424.1	4440001	4470000	0.0003984460603645	10039	4	10039	0
PflaHELEm	OZ251424.1	4440001	4470000	0.005578244845104	10039	56	10039	0
PflaKGBDf	OZ251424.1	4440001	4470000	0.0008965036358203	10039	9	10039	0
PflaKGBHm	OZ251424.1	4470001	4500000	0.0006173383896287	11339	7	11339	0
PflaKGBDf	OZ251424.1	4470001	4500000	0.0007055295881471	11339	8	11339	0
PflaHELEm	OZ251424.1	4470001	4500000	0.0038896746817538	11312	44	11312	27
PflaHELAf	OZ251424.1	4470001	4500000	0.0062615750948055	11339	71	11339	0
PflaHELAf	OZ251424.1	4500001	4530000	0.0030725419664268	13344	41	13344	0
PflaKGBDf	OZ251424.1	4500001	4530000	0.000599520383693	13344	8	13344	0
PflaHELEm	OZ251424.1	4500001	4530000	0.005470623501199	13344	73	13344	0
PflaKGBHm	OZ251424.1	4500001	4530000	0.0038219424460431	13344	51	13344	0
PflaKGBHm	OZ251424.1	4530001	4560000	0.0042443408788282	12016	51	12016	1
PflaHELAf	OZ251424.1	4530001	4560000	0.0007489390030789	12017	9	12017	0
PflaKGBDf	OZ251424.1	4530001	4560000	0.0017475243405176	12017	21	12017	0
PflaHELEm	OZ251424.1	4530001	4560000	0.005575434800699	12017	67	12017	0
PflaHELEm	OZ251424.1	4560001	4590000	0.0065054339507117	13066	85	13066	0
PflaKGBHm	OZ251424.1	4560001	4590000	0.0039797948874942	13066	52	13066	0
PflaHELAf	OZ251424.1	4560001	4590000	0.0034440532680238	13066	45	13066	0
PflaKGBDf	OZ251424.1	4560001	4590000	0.0041328639216286	13066	54	13066	0
PflaHELAf	OZ251424.1	4590001	4620000	0.0045017212463589	11329	51	11329	0
PflaKGBDf	OZ251424.1	4590001	4620000	0.0046782593344514	11329	53	11329	0
PflaHELEm	OZ251424.1	4590001	4620000	0.0057374878630064	11329	65	11329	0
PflaKGBHm	OZ251424.1	4590001	4620000	0.0016771118368788	11329	19	11329	0
PflaHELEm	OZ251424.1	4620001	4650000	0.0063314711359404	10740	68	10740	0
PflaKGBHm	OZ251424.1	4620001	4650000	0.0024208566108007	10740	26	10740	0
PflaHELAf	OZ251424.1	4620001	4650000	0.0054003724394785	10740	58	10740	0
PflaKGBDf	OZ251424.1	4620001	4650000	0.004940803579752	10727	53	10727	13
PflaKGBDf	OZ251424.1	4650001	4680000	0.0026881720430107	10416	28	10416	17
PflaHELEm	OZ251424.1	4650001	4680000	0.0082430748586216	10433	86	10433	0
PflaKGBHm	OZ251424.1	4650001	4680000	0.0058468321671618	10433	61	10433	0
PflaHELAf	OZ251424.1	4650001	4680000	0.0016294450301926	10433	17	10433	0
PflaHELAf	OZ251424.1	4680001	4710000	0.0066344993968636	6632	44	6632	0
PflaKGBDf	OZ251424.1	4680001	4710000	0.0048250904704463	6632	32	6632	0
PflaHELEm	OZ251424.1	4680001	4710000	0.0072376357056694	6632	48	6632	0
PflaKGBHm	OZ251424.1	4680001	4710000	0.0090470446320868	6632	60	6632	0
PflaHELEm	OZ251424.1	4710001	4740000	0.0098265895953757	6920	68	6920	0
PflaKGBHm	OZ251424.1	4710001	4740000	0.0039341395891009	6863	27	6863	57
PflaKGBDf	OZ251424.1	4710001	4740000	0.013150289017341	6920	91	6920	0
PflaHELAf	OZ251424.1	4710001	4740000	0.0046256143394044	6918	32	6918	2
PflaHELAf	OZ251424.1	4740001	4770000	0.0036486838676048	15348	56	15348	0
PflaKGBDf	OZ251424.1	4740001	4770000	0.0064503518373729	15348	99	15348	0
PflaHELEm	OZ251424.1	4740001	4770000	0.0063851967683085	15348	98	15348	0
PflaKGBHm	OZ251424.1	4740001	4770000	0.0015296621441872	15036	23	15036	312
PflaKGBHm	OZ251424.1	4770001	4800000	0.0023856858846918	12575	30	12575	0
PflaHELAf	OZ251424.1	4770001	4800000	0.0027833001988071	12575	35	12575	0
PflaKGBDf	OZ251424.1	4770001	4800000	0.003976143141153	12575	50	12575	0
PflaHELEm	OZ251424.1	4770001	4800000	0.0034990059642147	12575	44	12575	0
PflaKGBHm	OZ251424.1	4800001	4830000	0.0040298800864949	10174	41	10174	0
PflaHELEm	OZ251424.1	4800001	4830000	0.0048166715816376	10173	49	10173	1
PflaHELAf	OZ251424.1	4800001	4830000	0.0024630541871921	10150	25	10150	24
PflaKGBDf	OZ251424.1	4800001	4830000	0.0038333005700805	10174	39	10174	0
PflaHELEm	OZ251424.1	4830001	4860000	0.0053398598286794	8989	48	8989	0
PflaHELAf	OZ251424.1	4830001	4860000	0.002892424073868	8989	26	8989	0
PflaKGBDf	OZ251424.1	4830001	4860000	0.0066748247858493	8989	60	8989	0
PflaKGBHm	OZ251424.1	4830001	4860000	0.0045611302703304	8989	41	8989	0
PflaKGBHm	OZ251424.1	4860001	4890000	0.0044011045909561	11588	51	11588	0
PflaHELEm	OZ251424.1	4860001	4890000	0.0062996202968588	11588	73	11588	0
PflaHELAf	OZ251424.1	4860001	4890000	0.0060407317915084	11588	70	11588	0
PflaKGBDf	OZ251424.1	4860001	4890000	0.002420261042441	11569	28	11569	19
PflaHELAf	OZ251424.1	4890001	4920000	0.0020843672456575	10075	21	10075	0
PflaKGBDf	OZ251424.1	4890001	4920000	0.0054590570719602	10075	55	10075	0
PflaHELEm	OZ251424.1	4890001	4920000	0.0024813895781637	10075	25	10075	0
PflaKGBHm	OZ251424.1	4890001	4920000	0.0038709677419354	10075	39	10075	0
